id,type,trait_count,trait1,trait2,trait3,trait4,trait5,trait6,trait7,trait8,trait9,trait10,trait11,trait12,Rarity,TimesSold,LastPrice,TimeInDays
8998,Tiger,3,Chestplate,Belt,Jetpack,,,,,,,,,,6183,,,
8999,Tiger,3,Chestplate,Belt,Watch,,,,,,,,,,8406,,,
9000,Bear,7,Special Background,Camo Suit,Chestplate,Belt,Covered Helmet,Watch,Wool Boots,,,,,,299,2.0,23333.0,201.0
9001,Cat,5,Chestplate,Belt,VR,Cardano,Axe,,,,,,,,1609,1.0,10100.0,92.0
9002,Alien,3,Star Suit,Chestplate,Belt,,,,,,,,,,9556,1.0,4300.0,212.0
9003,Frog,3,Chestplate,Belt,Candle,,,,,,,,,,2050,,,
9004,Cat,4,Chestplate,Belt,Covered Helmet,VR,,,,,,,,,8107,2.0,4800.0,113.0
9005,Shark,4,Chestplate,Amulet,Belt,Bazooka,,,,,,,,,685,,,
9006,Alien,3,Chestplate,Belt,Umbrella,,,,,,,,,,6841,2.0,4242.0,243.0
9007,Robot,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9719,,,
9008,Dog,4,Star Suit,Chestplate,Belt,Ski Goggles,,,,,,,,,7193,1.0,6000.0,98.0
9009,Dog,3,Chestplate,Belt,Axe,,,,,,,,,,5869,,,
9010,Ape,3,Belt,Wool Boots,Harpoon,,,,,,,,,,4496,2.0,3969.0,145.0
9011,Robot,4,Star Suit,Chestplate,Belt,Flag,,,,,,,,,5790,,,
9012,Cat,4,Star Suit,Belt,Sun Glasses,Flowers,,,,,,,,,3626,,,
9013,Lion,5,Chestplate,Belt,Covered Helmet,VR,Watch,,,,,,,,3713,2.0,5649.0,201.0
9014,Fish,2,Chestplate,Belt,,,,,,,,,,,412,,,
9015,Ape,3,Star Suit,Belt,Covered Helmet,,,,,,,,,,9543,,,
9016,Alien,2,Chestplate,Backpack,,,,,,,,,,,5514,,,
9017,Dog,3,Chestplate,Belt,Cardano,,,,,,,,,,6952,,,
9018,Tiger,6,Special Background,Star Suit,Chestplate,Belt,Covered Helmet,Anchor,,,,,,,1108,,,
9019,Dog,5,Star Suit,Chestplate,Belt,Covered Helmet,Lamp Fish,,,,,,,,2543,1.0,10000.0,100.0
9020,Parrot,5,Special Background,Camo Suit,Belt,Covered Helmet,Axe,,,,,,,,2070,,,
9021,Ape,5,Belt,Covered Helmet,Snorkel,Sword,Jo-Jo,,,,,,,,1222,,,
9022,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,,,
9023,Ape,3,Camo Suit,Belt,Amulet,,,,,,,,,,8189,4.0,5700.0,6.0
9024,Arcane,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,8329,,,
9025,Dog,4,Star Suit,Belt,Covered Helmet,Baguette,,,,,,,,,3082,,,
9026,Parrot,5,Star Suit,Chestplate,Belt,Covered Helmet,Candle,,,,,,,,1472,,,
9027,Ape,2,Chestplate,Belt,,,,,,,,,,,8884,,,
9028,Ape,2,Chestplate,Wool Boots,,,,,,,,,,,7773,,,
9029,Dog,4,Star Suit,Chestplate,Belt,Wool Boots,,,,,,,,,8440,,,
9030,Fish,1,Lamp Fish,,,,,,,,,,,,166,,,
9031,Arcane,3,Chestplate,Amulet,Watch,,,,,,,,,,5354,,,
9032,Ape,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9397,1.0,3799.0,243.0
9033,Tiger,3,Chestplate,Belt,Revolver,,,,,,,,,,6559,,,
9034,Cat,4,Chestplate,Belt,Snorkel,Cardano,,,,,,,,,4303,2.0,8280.0,65.0
9035,Lion,5,Special Background,Chestplate,Belt,Covered Helmet,Ski Goggles,,,,,,,,3333,2.0,8199.0,96.0
9036,Frog,4,Camo Suit,Chestplate,Belt,Wool Boots,,,,,,,,,5596,1.0,5999.0,213.0
9037,Arcane,3,Chestplate,Belt,Wool Boots,,,,,,,,,,7069,1.0,6500.0,100.0
9038,Arcane,5,Star Suit,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,5185,,,
9039,Parrot,4,Star Suit,Belt,Covered Helmet,Pistol,,,,,,,,,4140,,,
9040,Alien,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9546,,,
9041,Ape,4,Chestplate,Belt,Jetpack,Covered Helmet,,,,,,,,,6526,2.0,1400.0,262.0
9042,Robot,2,Special Background,Covered Helmet,,,,,,,,,,,6928,,,
9043,Robot,4,Amulet,Belt,Covered Helmet,Jo-Jo,,,,,,,,,3012,2.0,1200.0,273.0
9044,Lion,2,Belt,Covered Helmet,,,,,,,,,,,6465,,,
9045,Alien,4,Covered Helmet,Watch,Lamp Fish,Axe,,,,,,,,,1098,1.0,10500.0,92.0
9046,Bear,2,Chestplate,Belt,,,,,,,,,,,8152,1.0,5555.0,239.0
9047,Tiger,2,Chestplate,Belt,,,,,,,,,,,8281,,,
9048,Dog,2,Chestplate,Watch,,,,,,,,,,,8061,,,
9049,Robot,3,Chestplate,Belt,VR,,,,,,,,,,7884,1.0,3699.0,240.0
9050,Ape,1,Lamp Fish,,,,,,,,,,,,766,2.0,19999.0,203.0
9051,Wolf,2,Belt,Sword,,,,,,,,,,,455,,,
9052,Tiger,4,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,,6234,3.0,4149.0,238.0
9053,Parrot,6,Camo Suit,Chestplate,Belt,Revolver,Wool Boots,Cardano,,,,,,,785,,,
9054,Cat,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9506,,,
9055,Cat,3,Camo Suit,Belt,Revolver,,,,,,,,,,6951,1.0,5650.0,212.0
9056,Arcane,3,Chestplate,Belt,Pistol,,,,,,,,,,5112,,,
9057,Alien,4,Special Background,Chestplate,Belt,Covered Helmet,,,,,,,,,8399,1.0,6300.0,206.0
9058,Alien,3,Belt,Ski Goggles,Watch,,,,,,,,,,6127,,,
9059,Cat,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9679,2.0,6100.0,45.0
9060,Lion,2,Chestplate,Belt,,,,,,,,,,,6578,,,
9061,Shark,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,1982,3.0,7888.0,263.0
9062,Dog,5,Chestplate,Belt,Backpack,Covered Helmet,Eye Patch,,,,,,,,3629,,,
9063,Ape,4,Camo Suit,Chestplate,Belt,Blaster,,,,,,,,,3369,,,
9064,Dog,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9471,,,
9065,Alien,5,Chestplate,Belt,Covered Helmet,Watch,Revolver,,,,,,,,4832,1.0,5000.0,117.0
9066,Alien,6,Camo Suit,Chestplate,Amulet,Belt,Snorkel,Bazooka,,,,,,,834,,,
9067,Cat,6,Camo Suit,Chestplate,Belt,Covered Helmet,Ski Goggles,Wool Boots,,,,,,,2231,,,
9068,Lion,2,Watch,Cardano,,,,,,,,,,,3083,,,
9069,Ape,4,Chestplate,Belt,Sun Glasses,Blaster,,,,,,,,,2086,,,
9070,Lion,2,Star Suit,Belt,,,,,,,,,,,5958,,,
9071,Parrot,4,Chestplate,Belt,Covered Helmet,Arc,,,,,,,,,3054,,,
9072,Alien,4,Chestplate,Belt,Covered Helmet,Lamp Fish,,,,,,,,,3421,1.0,4995.0,213.0
9073,Bear,6,Camo Suit,Chestplate,Belt,VR,Watch,Bazooka,,,,,,,849,,,
9074,Robot,4,Chestplate,Belt,Wool Boots,Binoculars,,,,,,,,,2098,,,
9075,Dog,4,Chestplate,Belt,Ski Goggles,Flag,,,,,,,,,4422,1.0,3400.0,219.0
9076,Arcane,5,Chestplate,Amulet,Belt,Covered Helmet,Snorkel,,,,,,,,3451,3.0,4500.0,168.0
9077,Dog,4,Chestplate,Belt,Covered Helmet,Sword,,,,,,,,,7531,,,
9078,Robot,5,Chestplate,Belt,Covered Helmet,X-Ray,Wool Boots,,,,,,,,4640,2.0,3900.0,168.0
9079,Alien,4,Chestplate,Belt,Covered Helmet,Blaster,,,,,,,,,3603,,,
9080,Cat,4,Chestplate,Belt,Covered Helmet,Arc,,,,,,,,,4626,2.0,7000.0,42.0
9081,Ape,5,Star Suit,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,5355,,,
9082,Dog,4,Chestplate,Belt,Jetpack,Hockey Stick,,,,,,,,,3123,,,
9083,Ape,2,Chestplate,Belt,,,,,,,,,,,8884,,,
9084,Cat,5,Camo Suit,Chestplate,Belt,Covered Helmet,Snorkel,,,,,,,,5745,,,
9085,Cat,6,Star Suit,Chestplate,Belt,Ski Goggles,Wool Boots,Bazooka,,,,,,,912,1.0,6000.0,231.0
9086,Robot,4,Special Background,Chestplate,Belt,Covered Helmet,,,,,,,,,8216,,,
9087,Arcane,4,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,,5468,,,
9088,Dog,5,Camo Suit,Chestplate,Amulet,Belt,Covered Helmet,,,,,,,,6661,,,
9089,Bear,6,Star Suit,Chestplate,Belt,Covered Helmet,Flag,Candle,,,,,,,656,2.0,15000.0,114.0
9090,Frog,3,Camo Suit,Chestplate,Belt,,,,,,,,,,7214,,,
9091,Parrot,3,Chestplate,Belt,Cardano,,,,,,,,,,4669,,,
9092,Alien,4,Star Suit,Chestplate,Belt,Harpoon,,,,,,,,,4961,3.0,4199.0,182.0
9093,Arcane,4,Chestplate,Belt,Ski Goggles,Watch,,,,,,,,,4544,,,
9094,Parrot,5,Special Background,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,4608,,,
9095,Bear,3,Camo Suit,Belt,Wool Boots,,,,,,,,,,7636,1.0,6500.0,36.0
9096,Ape,4,Chestplate,Belt,Covered Helmet,VR,,,,,,,,,7991,1.0,4000.0,213.0
9097,Frog,5,Camo Suit,Chestplate,Belt,Covered Helmet,Axe,,,,,,,,2815,,,
9098,Robot,6,Camo Suit,Chestplate,Belt,Covered Helmet,Eye Patch,Cardano,,,,,,,1346,,,
9099,Dog,4,Chestplate,Amulet,Belt,Covered Helmet,,,,,,,,,8413,,,
9100,Ape,3,Belt,Covered Helmet,Wine,,,,,,,,,,4412,,,
9101,Parrot,3,Chestplate,Jetpack,Covered Helmet,,,,,,,,,,4591,1.0,7575.0,54.0
9102,Lion,5,Chestplate,Belt,Jetpack,Sun Glasses,Sword,,,,,,,,1316,,,
9103,Ape,3,Belt,Covered Helmet,Cardano,,,,,,,,,,6690,,,
9104,Shark,2,Chestplate,Belt,,,,,,,,,,,1561,,,
9105,Arcane,2,Chestplate,Belt,,,,,,,,,,,7025,,,
9106,Dog,1,Belt,,,,,,,,,,,,2731,,,
9107,Cat,4,Camo Suit,Amulet,Belt,Jo-Jo,,,,,,,,,3013,1.0,3969.0,260.0
9108,Arcane,2,Belt,Covered Helmet,,,,,,,,,,,6930,1.0,6000.0,199.0
9109,Cat,2,Chestplate,Belt,,,,,,,,,,,9119,,,
9110,Ape,3,Chestplate,Belt,X-Ray,,,,,,,,,,7728,,,
9111,Alien,5,Special Background,Chestplate,Amulet,Belt,VR,,,,,,,,3863,,,
9112,Cat,5,Star Suit,Belt,Backpack,Sun Glasses,Arc,,,,,,,,1092,,,
9113,Tiger,4,Special Background,Chestplate,Belt,Jo-Jo,,,,,,,,,2938,,,
9114,Lion,4,Chestplate,Belt,Covered Helmet,Hockey Stick,,,,,,,,,3651,1.0,4999.0,189.0
9115,Ape,4,Camo Suit,Belt,Covered Helmet,Sword,,,,,,,,,6729,,,
9116,Alien,3,Chestplate,Snorkel,Jo-Jo,,,,,,,,,,2694,2.0,7000.0,208.0
9117,Ape,3,Chestplate,Belt,X-Ray,,,,,,,,,,7728,,,
9118,Frog,7,Camo Suit,Chestplate,Belt,Covered Helmet,Flag,Wool Boots,Baguette,,,,,,102,,,
9119,Alien,4,Special Background,Chestplate,Covered Helmet,Sword,,,,,,,,,5529,,,
9120,Robot,5,Chestplate,Belt,Umbrella,Covered Helmet,Jo-Jo,,,,,,,,1674,,,
9121,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,,,
9122,Cat,4,Star Suit,Chestplate,Belt,Watch,,,,,,,,,8534,,,
9123,Tiger,3,Chestplate,Belt,Eye Patch,,,,,,,,,,6987,1.0,3950.0,141.0
9124,Wolf,3,Star Suit,Belt,Covered Helmet,,,,,,,,,,545,,,
9125,Dog,3,Camo Suit,Belt,VR,,,,,,,,,,7811,,,
9126,Ape,4,Chestplate,Belt,Covered Helmet,Flag,,,,,,,,,6626,,,
9127,Cat,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9506,1.0,5199.0,4.0
9128,Robot,3,Chestplate,Belt,VR,,,,,,,,,,7884,2.0,3543.0,254.0
9129,Alien,6,Star Suit,Chestplate,Belt,VR,Wool Boots,Blaster,,,,,,,734,,,
9130,Tiger,5,Chestplate,Belt,Backpack,Covered Helmet,VR,,,,,,,,3331,,,
9131,Parrot,3,Chestplate,Belt,Flag,,,,,,,,,,4747,,,
9132,Dog,3,Belt,Covered Helmet,Wool Boots,,,,,,,,,,9051,,,
9133,Robot,5,Belt,Covered Helmet,Ski Goggles,Wool Boots,Blaster,,,,,,,,1275,,,
9134,Tiger,4,Chestplate,Covered Helmet,Watch,Wool Boots,,,,,,,,,6724,,,
9135,Dog,6,Camo Suit,Chestplate,Belt,Sun Glasses,Watch,Amulet,,,,,,,1602,,,
9136,Dog,4,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,,8808,2.0,7190.0,94.0
9137,Tiger,3,Chestplate,Revolver,Watch,,,,,,,,,,5239,2.0,4900.0,122.0
9138,Cat,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9679,,,
9139,Parrot,5,Camo Suit,Chestplate,Belt,Covered Helmet,Sword,,,,,,,,3827,1.0,6300.0,120.0
9140,Alien,4,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,,8647,,,
9141,Arcane,3,Chestplate,Belt,X-Ray,,,,,,,,,,5571,,,
9142,Parrot,4,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,,4902,,,
9143,Ape,4,Chestplate,Belt,Covered Helmet,Cardano,,,,,,,,,6476,1.0,7500.0,260.0
9144,Tiger,4,Chestplate,Belt,Covered Helmet,Hockey Stick,,,,,,,,,4726,,,
9145,Alien,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9763,,,
9146,Ape,3,Belt,Covered Helmet,Watch,,,,,,,,,,9048,3.0,3675.0,169.0
9147,Dog,6,Star Suit,Chestplate,Belt,Covered Helmet,VR,Lamp Fish,,,,,,,853,1.0,550.0,260.0
9148,Cat,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9679,3.0,5100.0,206.0
9149,Bear,5,Special Background,Camo Suit,Belt,Covered Helmet,Pistol,,,,,,,,3396,,,
9150,Parrot,5,Camo Suit,Chestplate,Belt,Covered Helmet,Watch,,,,,,,,4940,,,
9151,Tiger,4,Camo Suit,Chestplate,Belt,Anchor,,,,,,,,,3860,,,
9152,Alien,3,Chestplate,Belt,Wool Boots,,,,,,,,,,8874,1.0,2999.0,259.0
9153,Arcane,2,Chestplate,Belt,,,,,,,,,,,7025,,,
9154,Lion,5,Star Suit,Chestplate,Belt,Covered Helmet,Wine,,,,,,,,2068,,,
9155,Cat,7,Star Suit,Chestplate,Belt,Covered Helmet,X-Ray,Wool Boots,Hockey Stick,,,,,,210,,,
9156,Frog,2,Belt,Covered Helmet,,,,,,,,,,,6145,2.0,4999.0,230.0
9157,Dog,6,Star Suit,Chestplate,Belt,Covered Helmet,Snorkel,Watch,,,,,,,2277,2.0,3200.0,260.0
9158,Robot,4,Camo Suit,Chestplate,Belt,Jo-Jo,,,,,,,,,3755,,,
9159,Ape,7,Camo Suit,Chestplate,Belt,Umbrella,Watch,Wool Boots,Pistol,,,,,,196,,,
9160,Dog,5,Camo Suit,Chestplate,Belt,Covered Helmet,Flag,,,,,,,,5175,1.0,3899.0,240.0
9161,Arcane,2,Chestplate,Belt,,,,,,,,,,,7025,,,
9162,Frog,3,Star Suit,Chestplate,Belt,,,,,,,,,,7231,,,
9163,Parrot,3,Chestplate,Belt,Wine,,,,,,,,,,3035,,,
9164,Lion,3,Chestplate,Belt,Baguette,,,,,,,,,,2215,2.0,9999.0,0.0
9165,Lion,5,Special Background,Chestplate,Covered Helmet,VR,Flag,,,,,,,,1827,,,
9166,Alien,2,Belt,Covered Helmet,,,,,,,,,,,8723,,,
9167,Tiger,4,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,,6705,1.0,1700.0,261.0
9168,Cat,4,Star Suit,Chestplate,Belt,Baguette,,,,,,,,,3132,,,
9169,Parrot,4,Chestplate,Belt,Covered Helmet,Sword,,,,,,,,,5051,,,
9170,Lion,5,Special Background,Camo Suit,Belt,Sun Glasses,Wool Boots,,,,,,,,2204,,,
9171,Alien,4,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,,7072,,,
9172,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,,,
9173,Ape,3,Belt,Eye Patch,Bazooka,,,,,,,,,,3223,,,
9174,Alien,6,Camo Suit,Chestplate,Belt,Covered Helmet,VR,Flag,,,,,,,1546,1.0,7300.0,1.0
9175,Bear,6,Camo Suit,Chestplate,Belt,Backpack,Umbrella,Ski Goggles,,,,,,,767,,,
9176,Bear,3,Chestplate,Belt,Harpoon,,,,,,,,,,4859,,,
9177,Cat,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9679,1.0,3600.0,153.0
9178,Frog,4,Camo Suit,Belt,Covered Helmet,Hockey Stick,,,,,,,,,3180,1.0,4700.0,220.0
9179,Robot,2,Chestplate,Belt,,,,,,,,,,,8587,,,
9180,Robot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9206,1.0,5250.0,8.0
9181,Dog,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9448,1.0,1845.0,260.0
9182,Alien,5,Star Suit,Chestplate,Belt,Covered Helmet,Ski Goggles,,,,,,,,5580,,,
9183,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,1.0,6499.0,97.0
9184,Tiger,5,Star Suit,Chestplate,Belt,X-Ray,Bazooka,,,,,,,,1931,,,
9185,Cat,2,Chestplate,Covered Helmet,,,,,,,,,,,8962,,,
9186,Shark,3,Amulet,Umbrella,Covered Helmet,,,,,,,,,,824,,,
9187,Alien,5,Chestplate,Belt,Covered Helmet,Cardano,Hockey Stick,,,,,,,,2224,,,
9188,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,,,
9189,Tiger,5,Camo Suit,Chestplate,Belt,Covered Helmet,Sun Glasses,,,,,,,,4965,,,
9190,Parrot,1,Belt,,,,,,,,,,,,1656,1.0,4350.0,257.0
9191,Alien,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9332,3.0,5300.0,115.0
9192,Robot,5,Star Suit,Chestplate,Belt,Wool Boots,Baguette,,,,,,,,1751,,,
9193,Cat,5,Star Suit,Chestplate,Belt,Covered Helmet,Ski Goggles,,,,,,,,5788,,,
9194,Cat,5,Camo Suit,Chestplate,Belt,Snorkel,Pistol,,,,,,,,3347,,,
9195,Arcane,3,Chestplate,Umbrella,Covered Helmet,,,,,,,,,,4797,,,
9196,Lion,2,Star Suit,Belt,,,,,,,,,,,5958,,,
9197,Arcane,4,Chestplate,Amulet,Belt,Sun Glasses,,,,,,,,,4063,,,
9198,Arcane,6,Star Suit,Chestplate,Belt,Ski Goggles,Wool Boots,Pistol,,,,,,,900,,,
9199,Dog,3,Chestplate,Belt,Revolver,,,,,,,,,,7567,4.0,7700.0,54.0
9200,Shark,2,Chestplate,Belt,,,,,,,,,,,1561,,,
9201,Dog,3,Camo Suit,Amulet,Belt,,,,,,,,,,8199,1.0,1500.0,261.0
9202,Fish,3,Star Suit,Chestplate,Belt,,,,,,,,,,437,1.0,44444.0,211.0
9203,Alien,2,Belt,VR,,,,,,,,,,,6645,,,
9204,Ape,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9397,,,
9205,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,2.0,1490.0,267.0
9206,Parrot,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,7957,1.0,2500.0,260.0
9207,Robot,5,Star Suit,Chestplate,Belt,X-Ray,Hockey Stick,,,,,,,,2313,1.0,5890.0,247.0
9208,Lion,4,Chestplate,Belt,Covered Helmet,Arc,,,,,,,,,3098,,,
9209,Alien,4,Camo Suit,Belt,Covered Helmet,Eye Patch,,,,,,,,,6846,,,
9210,Cat,4,Star Suit,Belt,Sun Glasses,Anchor,,,,,,,,,2692,,,
9211,Ape,3,Chestplate,Belt,Revolver,,,,,,,,,,7416,,,
9212,Tiger,2,Chestplate,Belt,,,,,,,,,,,8281,,,
9213,Cat,3,Chestplate,Belt,Axe,,,,,,,,,,5875,,,
9214,Bear,1,Chestplate,,,,,,,,,,,,2154,,,
9215,Parrot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7162,,,
9216,Dog,4,Special Background,Star Suit,Belt,Covered Helmet,,,,,,,,,8148,,,
9217,Parrot,4,Chestplate,Belt,Covered Helmet,Axe,,,,,,,,,3845,1.0,4500.0,225.0
9218,Tiger,3,Belt,Umbrella,Covered Helmet,,,,,,,,,,5723,,,
9219,Parrot,3,Belt,Covered Helmet,Wool Boots,,,,,,,,,,6414,,,
9220,Ape,3,Amulet,Belt,Candle,,,,,,,,,,2394,,,
9221,Lion,4,Star Suit,Chestplate,Belt,Backpack,,,,,,,,,4313,,,
9222,Tiger,3,Chestplate,Belt,Jetpack,,,,,,,,,,6183,2.0,4099.0,165.0
9223,Tiger,3,Camo Suit,Belt,Wool Boots,,,,,,,,,,7861,2.0,1260.0,264.0
9224,Lion,3,Chestplate,Belt,Binoculars,,,,,,,,,,1948,,,
9225,Cat,3,Chestplate,Covered Helmet,Eye Patch,,,,,,,,,,7878,2.0,3750.0,256.0
9226,Bear,6,Star Suit,Chestplate,Belt,Covered Helmet,Ski Goggles,Watch,,,,,,,1885,2.0,8500.0,98.0
9227,Ape,4,Star Suit,Belt,Covered Helmet,Anchor,,,,,,,,,4268,1.0,3900.0,248.0
9228,Frog,5,Chestplate,Amulet,Belt,Covered Helmet,VR,,,,,,,,3298,,,
9229,Frog,4,Chestplate,Belt,Backpack,Covered Helmet,,,,,,,,,4267,,,
9230,Alien,3,Belt,VR,Wool Boots,,,,,,,,,,6436,1.0,3999.0,120.0
9231,Dog,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9471,,,
9232,Bear,2,Chestplate,Covered Helmet,,,,,,,,,,,8081,1.0,4000.0,219.0
9233,Bear,6,Star Suit,Chestplate,Belt,Covered Helmet,Snorkel,Cardano,,,,,,,1236,1.0,8000.0,12.0
9234,Lion,4,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,,5212,2.0,4850.0,213.0
9235,Alien,5,Star Suit,Chestplate,Belt,Jetpack,Umbrella,,,,,,,,2903,1.0,9999.0,89.0
9236,Frog,5,Chestplate,Belt,Covered Helmet,Cardano,Hockey Stick,,,,,,,,1371,,,
9237,Robot,5,Camo Suit,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,5170,,,
9238,Robot,2,Belt,Covered Helmet,,,,,,,,,,,8509,2.0,3499.0,234.0
9239,Dog,4,Chestplate,Belt,Covered Helmet,Hockey Stick,,,,,,,,,5330,,,
9240,Parrot,4,Chestplate,Belt,VR,Wool Boots,,,,,,,,,4375,,,
9241,Lion,5,Star Suit,Chestplate,Belt,Eye Patch,Flag,,,,,,,,2080,,,
9242,Bear,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,8556,,,
9243,Robot,2,Chestplate,Flag,,,,,,,,,,,5261,,,
9244,Robot,4,Chestplate,Belt,Ski Goggles,Hockey Stick,,,,,,,,,3242,2.0,4499.0,132.0
9245,Bear,3,Chestplate,Snorkel,Axe,,,,,,,,,,3199,,,
9246,Bull,4,Chestplate,Belt,Revolver,Flowers,,,,,,,,,67,,,
9247,Dog,1,Covered Helmet,,,,,,,,,,,,2656,,,
9248,Alien,2,Chestplate,Belt,,,,,,,,,,,8816,3.0,3650.0,134.0
9249,Lion,5,Chestplate,Belt,Covered Helmet,Ski Goggles,Wine,,,,,,,,1362,,,
9250,Parrot,4,Belt,Covered Helmet,Flag,Watch,,,,,,,,,3620,,,
9251,Arcane,4,Camo Suit,Chestplate,Belt,Flowers,,,,,,,,,4142,,,
9252,Robot,5,Star Suit,Belt,Covered Helmet,Wool Boots,Bazooka,,,,,,,,2791,,,
9253,Robot,4,Camo Suit,Chestplate,Belt,Revolver,,,,,,,,,6177,1.0,3947.0,257.0
9254,Dog,7,Special Background,Camo Suit,Chestplate,Belt,Covered Helmet,Wool Boots,Flowers,,,,,,254,,,
9255,Bear,4,Chestplate,Belt,Jetpack,Covered Helmet,,,,,,,,,5559,,,
9256,Tiger,5,Star Suit,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,6162,,,
9257,Dog,3,Belt,Covered Helmet,Binoculars,,,,,,,,,,3095,,,
9258,Bear,2,Chestplate,Belt,,,,,,,,,,,8152,,,
9259,Ape,4,Chestplate,Belt,Covered Helmet,Sword,,,,,,,,,7370,,,
9260,Tiger,5,Chestplate,Belt,Covered Helmet,Watch,Jo-Jo,,,,,,,,2409,,,
9261,Cat,4,Chestplate,Belt,Covered Helmet,Blaster,,,,,,,,,3727,2.0,7200.0,97.0
9262,Dog,3,Chestplate,Belt,Bazooka,,,,,,,,,,5177,,,
9263,Cat,4,Chestplate,Belt,Covered Helmet,Bazooka,,,,,,,,,4999,1.0,6000.0,125.0
9264,Tiger,4,Chestplate,Belt,Umbrella,Covered Helmet,,,,,,,,,5573,2.0,7777.0,90.0
9265,Robot,5,Star Suit,Chestplate,Belt,Backpack,Covered Helmet,,,,,,,,4714,,,
9266,Parrot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7162,,,
9267,Shark,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,1757,1.0,10000.0,257.0
9268,Tiger,4,Belt,Ski Goggles,Wool Boots,Axe,,,,,,,,,2478,1.0,4995.0,213.0
9269,Alien,3,Chestplate,Covered Helmet,Snorkel,,,,,,,,,,7582,1.0,3650.0,240.0
9270,Lion,4,Chestplate,Belt,VR,Arc,,,,,,,,,1972,,,
9271,Dog,3,Chestplate,Belt,Jo-Jo,,,,,,,,,,4518,,,
9272,Alien,3,Chestplate,Belt,Jo-Jo,,,,,,,,,,4343,4.0,6999.0,74.0
9273,Robot,3,Star Suit,Chestplate,Belt,,,,,,,,,,9299,,,
9274,Bear,2,Chestplate,Covered Helmet,,,,,,,,,,,8081,,,
9275,Lion,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7262,1.0,4995.0,239.0
9276,Tiger,2,VR,Bazooka,,,,,,,,,,,2346,,,
9277,Parrot,4,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,,6218,,,
9278,Rhino,3,Chestplate,Belt,Wool Boots,,,,,,,,,,535,,,
9279,Lion,5,Star Suit,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,3944,2.0,8000.0,247.0
9280,Frog,3,Star Suit,Belt,Wine,,,,,,,,,,2612,,,
9281,Shark,5,Star Suit,Chestplate,Belt,Covered Helmet,Jo-Jo,,,,,,,,647,,,
9282,Ape,3,Chestplate,Belt,Umbrella,,,,,,,,,,6886,3.0,6900.0,114.0
9283,Dog,1,Belt,,,,,,,,,,,,2731,,,
9284,Ape,3,Chestplate,Belt,Backpack,,,,,,,,,,7012,,,
9285,Cat,5,Star Suit,Chestplate,Belt,Covered Helmet,Watch,,,,,,,,7399,,,
